index,Pay Grade / Step,Annual Salary,Class,Title,Current Department,Employment Status,EEO Job Category Description,Gender,Ethnic Code Description,Year of Birth,Date Started,FLSA Exempt?,County,Current_Year,Age,Age_Group,Started_Year,Year_Of_Service
5939,ST08,50891.79,10850,Recreation Leader - Senior,Parks,Fulltime,Paraprofessionals,M,Black,1992,2019-05-20,N,Davidson,2024,32,30-34,2019,5
5940,OR04,75596.15,7756,Technical Specialist 1,NDOT,Fulltime,Professionals,M,White,1991,2019-05-20,Y,Davidson,2024,33,30-34,2019,5
5941,ST08,49349.63,10124,Office Support Spec 2,Water Services,Fulltime,Administrative support,F,Black,1960,2019-05-20,N,Davidson,2024,64,60-64,2019,5
5942,ST07,48081.9,6880,Recreation Leader,Parks,Fulltime,Paraprofessionals,F,Black,1996,2019-05-24,N,Davidson,2024,28,25-29,2019,5
5944,ST07,46667.76,6880,Recreation Leader,Parks,Fulltime,Paraprofessionals,F,Hispanic,2002,2019-05-25,N,Davidson,2024,22,20-24,2019,5
5945,TS13,68894.13,7256,Bldg Maint Supv,Parks,Fulltime,Skilled craft workers,M,White,1981,2019-05-28,Y,Davidson,2024,43,40-44,2019,5
5947,PS03B,74428.85,7356,Police Officer 2,Police,Fulltime,Protective service workers,M,White,1995,2019-06-01,N,Davidson,2024,29,25-29,2019,5
5949,OR04,77110.72,10851,Police Crisis Counselor,Police,Fulltime,Professionals,F,White,1989,2019-06-01,Y,Davidson,2024,35,35-39,2019,5
5950,ST09,57179.85,10891,Victim Advocate 1,District Attorney,Fulltime,Professionals,F,White,1997,2019-06-01,Y,Davidson,2024,27,25-29,2019,5
5953,OR01,53102.07,7243,Admin Svcs Officer 2,Police,Fulltime,Professionals,F,Asian,1983,2019-06-01,N,Davidson,2024,41,40-44,2019,5
5954,OR04,62595.96,11170,Accountant,Finance,Fulltime,Professionals,F,Black,1993,2019-06-01,Y,Davidson,2024,31,30-34,2019,5
5955,OR09,94249.13,10869,Assistant Metropolitan Atty 2,Law,Fulltime,Professionals,F,White,1987,2019-06-01,Y,Davidson,2024,37,35-39,2019,5
5956,ST06,46684.63,11038,Equipment & Supply Clerk,Water Services,Fulltime,Administrative support,M,Black,1973,2019-06-03,N,Davidson,2024,51,50-54,2019,5
5957,NS,63050.87,10816,Satellite position,Register of Deeds,Fulltime,Professionals,F,Hispanic,1973,2019-06-03,N,Davidson,2024,51,50-54,2019,5
5959,OR02,60662.08,6034,Program Coord,Parks,Fulltime,Professionals,M,Black,1961,2019-06-04,Y,Davidson,2024,63,60-64,2019,5
5962,CA01,48360.0,10674,Set Up Staff-Convention Ctr,Convention Center Authority,Fulltime,Technicians,M,Black,1998,2019-06-10,N,Davidson,2024,26,25-29,2019,5
5969,OR08,87529.74,6861,Planner 3,Parks,Fulltime,Professionals,M,White,1994,2019-06-17,Y,Davidson,2024,30,30-34,2019,5
5970,OR01,51800.06,7243,Admin Svcs Officer 2,Police,Fulltime,Professionals,F,White,1994,2019-06-17,N,Davidson,2024,30,30-34,2019,5
5973,NS,53350.73,10816,Satellite position,Register of Deeds,Fulltime,Professionals,F,White,1962,2019-06-24,N,Davidson,2024,62,60-64,2019,5
5974,OR03,59123.0,4710,Probation Officer 2,Juvenile Court,Fulltime,Professionals,F,Black,1985,2019-06-24,N,Davidson,2024,39,35-39,2019,5
5975,OR05,76513.95,7245,Admin Svcs Officer 4,Community Review Board,Fulltime,Professionals,F,Black,1973,2019-06-24,Y,Davidson,2024,51,50-54,2019,5
5976,CO03,61368.59,6690,Correctional Officer Sergeant,Sheriff,Fulltime,Protective service workers,M,Black,1988,2019-07-01,N,Davidson,2024,36,35-39,2019,5
5982,OR08,87529.74,6861,Planner 3,Parks,Fulltime,Professionals,M,White,1963,2019-07-01,Y,Davidson,2024,61,60-64,2019,5
5983,NS,55000.08,10816,Satellite position,Circuit Court Satellite,Fulltime,Professionals,F,White,1996,2019-07-01,N,Davidson,2024,28,25-29,2019,5
5988,CO02,57586.42,6981,Correctional Officer 2,Sheriff,Fulltime,Protective service workers,M,White,1983,2019-07-01,N,Davidson,2024,41,40-44,2019,5
5989,OR03,61553.23,7244,Admin Svcs Officer 3,Metropolitan Clerk,Fulltime,Professionals,F,Black,1987,2019-07-01,N,Davidson,2024,37,35-39,2019,5
5998,JS02,64944.07,7790,Judicial Asst 1,General Sessions Court,Fulltime,Protective service workers,M,Black,1961,2019-07-08,N,Davidson,2024,63,60-64,2019,5
5999,CA02,47132.8,11054,Housekeeping Supv-3rd sft-MCC,Convention Center Authority,Fulltime,Protective service workers,F,Black,1987,2019-07-08,N,Davidson,2024,37,35-39,2019,5
6000,MAC10D,54657.21,11059,Early Child Mentor Coach-MAC,Metro Action Commission,Fulltime,Professionals,F,White,1993,2019-07-08,N,Davidson,2024,31,30-34,2019,5
6002,MAC05D,47598.17,10796,EHS Teacher-MAC,Metro Action Commission,Fulltime,Professionals,F,Black,1961,2019-07-08,N,Davidson,2024,63,60-64,2019,5
6003,MAC07C,43572.99,10798,PF& Comm Engagement Adv II-MAC,Metro Action Commission,Fulltime,Paraprofessionals,F,Black,1958,2019-07-10,N,Davidson,2024,66,65-69,2019,5
6007,OR04,63209.65,10963,Utility Envir Comp Officer 2,Water Services,Fulltime,Professionals,M,White,1992,2019-07-13,N,Davidson,2024,32,30-34,2019,5
6009,ST10,63158.39,7384,Public Info Rep,Public Library,Fulltime,Professionals,M,Black,1981,2019-07-15,N,Davidson,2024,43,40-44,2019,5
6010,OR01,49186.01,7379,Program Spec 2,Public Library,Fulltime,Professionals,F,Two or more,2000,2019-07-15,N,Davidson,2024,24,20-24,2019,5
6011,OR06,85553.57,7265,Info Sys Comm Analyst 3,Police,Fulltime,Professionals,M,Black,1973,2019-07-16,Y,Davidson,2024,51,50-54,2019,5
6012,OR10,117681.83,7782,Info Systems Mgr,Police,Fulltime,Officials and administrators,M,White,1994,2019-07-16,Y,Davidson,2024,30,30-34,2019,5
6013,CA08,98092.8,6763,Cvn Ctr Sales Mgr,Convention Center Authority,Fulltime,Professionals,F,White,1968,2019-07-16,Y,Davidson,2024,56,55-59,2019,5
6017,MAC01,40435.2,10250,Teacher Asst,Metro Action Commission,Fulltime,Administrative support,F,White,1994,2019-07-22,N,Davidson,2024,30,30-34,2019,5
6018,OR12,134137.37,10871,Assistant Metropolitan Atty 4,Law,Fulltime,Professionals,M,Black,1984,2019-07-22,Y,Davidson,2024,40,40-44,2019,5
6019,TG14,56821.91,6186,Treatment Plant Tech 2,Water Services,Fulltime,Skilled craft workers,M,Black,1971,2019-07-26,N,Davidson,2024,53,50-54,2019,5
6025,SU01,74492.05,10123,Office Support Spec 1,Police,Fulltime,Administrative support,M,White,1979,2019-08-01,N,Davidson,2024,45,45-49,2019,5
6026,OR10,121749.78,6606,Engineer 3,NDOT,Fulltime,Professionals,M,White,1991,2019-08-05,Y,Davidson,2024,33,30-34,2019,5
6028,ST09,50452.95,7241,Admin Asst,General Sessions Court,Fulltime,Administrative support,F,Asian,1985,2019-08-05,N,Davidson,2024,39,35-39,2019,5
6030,OR05,72662.87,10476,Information Sys Oper Anal 2,Information Technology Services,Fulltime,Professionals,M,White,1998,2019-08-05,N,Davidson,2024,26,25-29,2019,5
6032,OR05,67426.0,7377,Program Mgr 2,Office of Family Safety,Fulltime,Officials and administrators,F,Hispanic,1997,2019-08-06,N,Davidson,2024,27,25-29,2019,5
6033,ST09,50452.95,11277,Order of Protection Coordinator,Sheriff,Fulltime,Professionals,F,Black,1980,2019-08-06,N,Davidson,2024,44,40-44,2019,5
6035,TG14,56821.91,6186,Treatment Plant Tech 2,Water Services,Fulltime,Skilled craft workers,M,Black,1977,2019-08-10,N,Davidson,2024,47,45-49,2019,5
6037,TL14,62636.94,6178,Indust Mechanic 2,Water Services,Fulltime,Skilled craft workers,M,White,1983,2019-08-10,N,Davidson,2024,41,40-44,2019,5
6039,OR11,111373.52,10870,Assistant Metropolitan Atty 3,Law,Fulltime,Professionals,F,White,1984,2019-08-12,Y,Davidson,2024,40,40-44,2019,5
6042,OR08,90593.28,7346,Human Resources Admin,Human Resources,Fulltime,Professionals,F,Black,1972,2019-08-12,Y,Davidson,2024,52,50-54,2019,5
6047,FD03A,65752.7,7309,Fire Fighter 2,Fire,Fulltime,Protective service workers,F,Two or more,1982,2019-08-16,N,Davidson,2024,42,40-44,2019,5
6048,PS03B,74428.85,7356,Police Officer 2,Police,Fulltime,Protective service workers,M,White,1995,2019-08-16,N,Davidson,2024,29,25-29,2019,5
6049,PS03B,74428.85,7356,Police Officer 2,Police,Fulltime,Protective service workers,M,White,1995,2019-08-16,N,Davidson,2024,29,25-29,2019,5
6050,FD03A,65752.7,7309,Fire Fighter 2,Fire,Fulltime,Protective service workers,M,Black,1973,2019-08-16,N,Davidson,2024,51,50-54,2019,5
6051,FD03,63837.57,7309,Fire Fighter 2,Fire,Fulltime,Protective service workers,F,White,1977,2019-08-16,N,Davidson,2024,47,45-49,2019,5
6054,PS03,70215.9,7356,Police Officer 2,Police,Fulltime,Protective service workers,F,White,1997,2019-08-16,N,Davidson,2024,27,25-29,2019,5
6056,PS03B,74428.85,7356,Police Officer 2,Police,Fulltime,Protective service workers,M,White,1996,2019-08-16,N,Davidson,2024,28,25-29,2019,5
6059,FD03,63837.57,7309,Fire Fighter 2,Fire,Fulltime,Protective service workers,M,Black,1989,2019-08-16,N,Davidson,2024,35,35-39,2019,5
6061,FD03B,67667.82,7309,Fire Fighter 2,Fire,Fulltime,Protective service workers,M,Black,1989,2019-08-16,N,Davidson,2024,35,35-39,2019,5
6067,PS03,70215.9,7356,Police Officer 2,Police,Fulltime,Protective service workers,M,White,1992,2019-08-16,N,Davidson,2024,32,30-34,2019,5
6069,PS04A,77322.93,7357,Police Officer 2-Fld Trng Ofcr,Police,Fulltime,Protective service workers,M,White,1986,2019-08-16,N,Davidson,2024,38,35-39,2019,5
6070,PS03B,74428.85,7356,Police Officer 2,Police,Fulltime,Protective service workers,M,White,1992,2019-08-16,N,Davidson,2024,32,30-34,2019,5
6073,FD03B,65696.91,7309,Fire Fighter 2,Fire,Fulltime,Protective service workers,M,White,1991,2019-08-16,N,Davidson,2024,33,30-34,2019,5
6074,PS03A,72322.38,7356,Police Officer 2,Police,Fulltime,Protective service workers,M,White,1993,2019-08-16,N,Davidson,2024,31,30-34,2019,5
6075,FD03,63837.57,7309,Fire Fighter 2,Fire,Fulltime,Protective service workers,M,White,1996,2019-08-16,N,Davidson,2024,28,25-29,2019,5
6078,PS03B,74428.85,7356,Police Officer 2,Police,Fulltime,Protective service workers,F,Black,1995,2019-08-16,N,Davidson,2024,29,25-29,2019,5
6080,PS03B,74428.85,7356,Police Officer 2,Police,Fulltime,Protective service workers,F,White,1993,2019-08-16,N,Davidson,2024,31,30-34,2019,5
6087,OR01,52418.54,7379,Program Spec 2,Health,Fulltime,Professionals,F,White,1995,2019-08-24,N,Davidson,2024,29,25-29,2019,5
6090,ST08,49349.63,10614,Security Officer 2,Sheriff,Fulltime,Administrative support,M,White,1998,2019-08-26,N,Davidson,2024,26,25-29,2019,5
6092,ST08,46265.35,10614,Security Officer 2,Sheriff,Fulltime,Administrative support,M,Black,1947,2019-08-26,N,Davidson,2024,77,75-79,2019,5
6097,ST08,49349.63,10614,Security Officer 2,Sheriff,Fulltime,Administrative support,M,Black,1990,2019-08-26,N,Davidson,2024,34,30-34,2019,5
6098,ST08,46265.35,10614,Security Officer 2,Sheriff,Fulltime,Administrative support,M,Black,1968,2019-08-26,N,Davidson,2024,56,55-59,2019,5
6099,ST09,55498.11,7241,Admin Asst,Sheriff,Fulltime,Administrative support,F,Black,1993,2019-08-26,N,Davidson,2024,31,30-34,2019,5
6100,ST08,47807.51,11025,Steering Clear Citations Spec,Sheriff,Fulltime,Paraprofessionals,F,Hispanic,1991,2019-08-26,N,Davidson,2024,33,30-34,2019,5
6101,OR04,61369.0,7376,Program Mgr 1,Office of Family Safety,Fulltime,Professionals,F,White,1992,2019-08-26,N,Davidson,2024,32,30-34,2019,5
6112,FD05,73191.78,11187,Paramedic,Fire,Fulltime,Technicians,M,White,1985,2019-09-01,N,Davidson,2024,39,35-39,2019,5
6117,MAC08B,52000.0,10236,Headstart Teacher 2,Metro Action Commission,Fulltime,Professionals,F,Black,1977,2019-09-03,N,Davidson,2024,47,45-49,2019,5
6126,TL09,49148.69,10972,Utility Maintenance Spec 1,Water Services,Fulltime,Technicians,M,Black,1981,2019-09-07,N,Davidson,2024,43,40-44,2019,5
6128,TL09,50623.15,10972,Utility Maintenance Spec 1,Water Services,Fulltime,Technicians,M,Black,1986,2019-09-07,N,Davidson,2024,38,35-39,2019,5
6130,OR07,85731.72,10743,Health Manager 2,Health,Fulltime,Professionals,F,Black,1959,2019-09-09,Y,Davidson,2024,65,65-69,2019,5
6131,OR08,90593.28,7346,Human Resources Admin,Human Resources,Fulltime,Professionals,F,Black,1971,2019-09-09,Y,Davidson,2024,53,50-54,2019,5
6132,TG10,51044.28,10837,Equipment Operator,NDOT,Fulltime,Service/Maintenance,M,White,1971,2019-09-09,N,Davidson,2024,53,50-54,2019,5
6134,OR08,93311.09,7234,Information Systems Advisor 1,Human Resources,Fulltime,Officials and administrators,F,White,1983,2019-09-12,Y,Davidson,2024,41,40-44,2019,5
6137,ST08,47807.51,10928,Facilities Maintenance Tech,Health,Fulltime,Technicians,M,White,1977,2019-09-16,N,Davidson,2024,47,45-49,2019,5
6139,OR07,94380.89,10743,Health Manager 2,Health,Fulltime,Professionals,F,White,1991,2019-09-16,Y,Davidson,2024,33,30-34,2019,5
6141,OR01,49350.0,7243,Admin Svcs Officer 2,County Clerk,Fulltime,Professionals,M,Black,1992,2019-09-16,N,Davidson,2024,32,30-34,2019,5
6144,ST08,50891.79,10124,Office Support Spec 2,Health,Fulltime,Administrative support,F,Black,1978,2019-09-21,N,Davidson,2024,46,45-49,2019,5
6146,ST08,52433.92,10124,Office Support Spec 2,NDOT,Fulltime,Administrative support,F,Black,1962,2019-09-23,N,Davidson,2024,62,60-64,2019,5
6147,PS03B,72261.02,7356,Police Officer 2,Police,Fulltime,Protective service workers,F,Black,1995,2019-09-23,N,Davidson,2024,29,25-29,2019,5
6149,OR07,87287.77,10864,Assistant Public Defender 1,Public Defender,Fulltime,Professionals,M,White,1990,2019-09-23,Y,Davidson,2024,34,30-34,2019,5
6151,OR05,77540.8,7245,Admin Svcs Officer 4,Community Review Board,Fulltime,Professionals,M,Asian,1984,2019-09-25,Y,Davidson,2024,40,40-44,2019,5
6162,ST08,53976.05,10614,Security Officer 2,Sheriff,Fulltime,Administrative support,M,White,1995,2019-09-30,N,Davidson,2024,29,25-29,2019,5
6163,CO02,57586.42,6981,Correctional Officer 2,Sheriff,Fulltime,Protective service workers,M,Black,1992,2019-09-30,N,Davidson,2024,32,30-34,2019,5
6167,ST09,57179.85,10638,Sheriff Education Coord,Sheriff,Fulltime,Professionals,M,White,1994,2019-09-30,N,Davidson,2024,30,30-34,2019,5
6169,CO02,59443.75,6981,Correctional Officer 2,Sheriff,Fulltime,Protective service workers,M,White,1995,2019-09-30,N,Davidson,2024,29,25-29,2019,5
6170,MAC11A,70585.55,10789,Early Childhood Ctr Mgr-MAC,Metro Action Commission,Fulltime,Professionals,F,Black,1984,2019-09-30,Y,Davidson,2024,40,40-44,2019,5
6171,NS,210835.07,11066,Chief of Operations-MO,Mayor's Office,Fulltime,Officials and administrators,F,White,1975,2019-09-30,Y,Davidson,2024,49,45-49,2019,5
6172,ST06,44091.11,11189,Police Support Technician,Police,Fulltime,Administrative support,F,Black,1965,2019-10-01,N,Davidson,2024,59,55-59,2019,5
6173,ST09,55498.11,11124,Virtual Support Specialist,Sheriff,Fulltime,Administrative support,M,Black,1978,2019-10-01,N,Davidson,2024,46,45-49,2019,5
6174,ST11,63413.67,7720,Admin Spec,General Sessions Court,Fulltime,Administrative support,F,White,1971,2019-10-01,N,Davidson,2024,53,50-54,2019,5
6175,PS03B,74428.85,7356,Police Officer 2,Police,Fulltime,Protective service workers,M,Hispanic,1995,2019-10-01,N,Davidson,2024,29,25-29,2019,5
6176,TG09,46077.43,10978,Utility Maintenance Tech Sr,Water Services,Fulltime,Technicians,M,Black,1997,2019-10-05,N,Davidson,2024,27,25-29,2019,5
6179,TG09,46077.43,10978,Utility Maintenance Tech Sr,Water Services,Fulltime,Technicians,M,Black,1982,2019-10-05,N,Davidson,2024,42,40-44,2019,5
6180,NS,34617.0,7405,Social Work Tech,State Trial Courts,Fulltime,Paraprofessionals,F,Black,1958,2019-10-05,N,Davidson,2024,66,65-69,2019,5
6181,ST06,46684.63,11041,Office Support Rep Sr,Trustee,Fulltime,Administrative support,F,White,1959,2019-10-07,N,Davidson,2024,65,65-69,2019,5
6182,TG12,54118.08,10838,Equipment Operator Senior,Water Services,Fulltime,Service/Maintenance,M,Black,1971,2019-10-07,N,Davidson,2024,53,50-54,2019,5
6183,ST08,52433.92,11045,311 Call Center Specialist Sr,Emergency Communications,Fulltime,Administrative support,M,Black,1994,2019-10-07,N,Davidson,2024,30,30-34,2019,5
6184,ET04,61301.07,10410,Emer Telecommunications Off 4,Emergency Communications,Fulltime,Administrative support,M,White,1981,2019-10-07,N,Davidson,2024,43,40-44,2019,5
6187,ET06,74117.93,10412,Emer Telecommunications Superv,Emergency Communications,Fulltime,Administrative support,F,White,1988,2019-10-07,N,Davidson,2024,36,35-39,2019,5
6188,ET04,61301.07,10410,Emer Telecommunications Off 4,Emergency Communications,Fulltime,Administrative support,F,White,1996,2019-10-07,N,Davidson,2024,28,25-29,2019,5
6189,ST09,57179.85,6868,Plumbing Inspector 1,Codes Administration,Fulltime,Officials and administrators,M,White,1967,2019-10-07,N,Davidson,2024,57,55-59,2019,5
6190,NS,117717.37,11132,Boards and Comm Liaison/Spec Proj-MO,Mayor's Office,Fulltime,Professionals,F,White,1961,2019-10-09,Y,Davidson,2024,63,60-64,2019,5
6191,ST09,57179.85,10891,Victim Advocate 1,District Attorney,Fulltime,Professionals,F,White,1997,2019-10-14,Y,Davidson,2024,27,25-29,2019,5
6192,OR03,57400.97,7244,Admin Svcs Officer 3,Police,Fulltime,Professionals,F,White,1992,2019-10-16,N,Davidson,2024,32,30-34,2019,5
6197,OR01,52418.54,7379,Program Spec 2,Health,Fulltime,Professionals,F,Black,1978,2019-10-19,N,Davidson,2024,46,45-49,2019,5
6200,OR05,71963.93,7769,Info Sys Comm Analyst 2,Information Technology Services,Fulltime,Professionals,F,White,1988,2019-10-28,Y,Davidson,2024,36,35-39,2019,5
6206,OR02,58877.97,6034,Program Coord,Parks,Fulltime,Professionals,M,White,1994,2019-11-01,Y,Davidson,2024,30,30-34,2019,5
6208,PS04B,77257.35,7357,Police Officer 2-Fld Trng Ofcr,Police,Fulltime,Protective service workers,M,White,1998,2019-11-01,N,Davidson,2024,26,25-29,2019,5
6217,TL09,49148.69,10972,Utility Maintenance Spec 1,Water Services,Fulltime,Technicians,M,Black,1978,2019-11-02,N,Davidson,2024,46,45-49,2019,5
6219,OR04,61368.59,10475,Information Sys Oper Analyst 1,Information Technology Services,Fulltime,Professionals,M,Black,1987,2019-11-04,N,Davidson,2024,37,35-39,2019,5
6220,ST09,50452.95,7768,Circulation Supv,Public Library,Fulltime,Paraprofessionals,F,White,1961,2019-11-04,N,Davidson,2024,63,60-64,2019,5
6221,OR01,54546.16,7375,Probation Officer 1,General Sessions Court,Fulltime,Professionals,F,White,1981,2019-11-04,N,Davidson,2024,43,40-44,2019,5
6222,ST08,46265.35,10614,Security Officer 2,Sheriff,Fulltime,Administrative support,F,Black,1986,2019-11-11,N,Davidson,2024,38,35-39,2019,5
6226,FD06B,89808.94,11047,Fire Inspector 2- FTO,Fire,Fulltime,Officials and administrators,M,White,1990,2019-11-16,N,Davidson,2024,34,30-34,2019,5
6227,PS03,70215.9,7356,Police Officer 2,Police,Fulltime,Protective service workers,F,Black,1988,2019-11-16,N,Davidson,2024,36,35-39,2019,5
6228,OR05,69448.27,10742,Health Manager 1,Health,Fulltime,Professionals,F,White,1993,2019-11-16,Y,Davidson,2024,31,30-34,2019,5
6232,OR01,49186.01,7379,Program Spec 2,Public Library,Fulltime,Professionals,F,Asian,1984,2019-11-18,N,Davidson,2024,40,40-44,2019,5
6233,ST07,46667.76,6880,Recreation Leader,Parks,Fulltime,Paraprofessionals,F,Black,1965,2019-11-18,N,Davidson,2024,59,55-59,2019,5
6234,ST08,47807.51,11183,Library Associate,Public Library,Fulltime,Paraprofessionals,F,White,1978,2019-11-18,N,Davidson,2024,46,45-49,2019,5
6235,OR04,65185.32,7779,Info Systems App Analyst 1,Emergency Communications,Fulltime,Professionals,M,White,1990,2019-11-18,N,Davidson,2024,34,30-34,2019,5
6239,TG12,52541.83,10966,Utility Equip Operator Sr,Water Services,Fulltime,Technicians,M,Black,1972,2019-11-30,N,Davidson,2024,52,50-54,2019,5
6241,OR04,79774.33,7756,Technical Specialist 1,Water Services,Fulltime,Professionals,M,White,1970,2019-11-30,N,Davidson,2024,54,50-54,2019,5
6242,OR07,92614.63,5945,Special Asst To The Dir,Finance,Fulltime,Officials and administrators,F,White,1972,2019-12-01,Y,Davidson,2024,52,50-54,2019,5
6244,PS04B,77257.35,7357,Police Officer 2-Fld Trng Ofcr,Police,Fulltime,Protective service workers,M,White,1997,2019-12-01,N,Davidson,2024,27,25-29,2019,5
6246,PS03A,72322.38,7356,Police Officer 2,Police,Fulltime,Protective service workers,M,White,1992,2019-12-01,N,Davidson,2024,32,30-34,2019,5
6248,TG12,54118.08,10838,Equipment Operator Senior,NDOT,Fulltime,Service/Maintenance,M,Hispanic,1997,2019-12-02,N,Davidson,2024,27,25-29,2019,5
6250,OR03,61487.93,7244,Admin Svcs Officer 3,Municipal Auditorium,Fulltime,Professionals,M,White,1992,2019-12-02,N,Davidson,2024,32,30-34,2019,5
6251,MAC01,40435.2,10250,Teacher Asst,Metro Action Commission,Fulltime,Administrative support,F,Black,1992,2019-12-02,N,Davidson,2024,32,30-34,2019,5
6252,MAC05C,40060.8,11093,Shuttle Bus Driver-MAC,Metro Action Commission,Fulltime,Service/Maintenance,F,White,1965,2019-12-02,N,Davidson,2024,59,55-59,2019,5
