Pay Grade / Step,Annual Salary,Class,Title,Current Department,Employment Status,EEO Job Category Description,Gender,Ethnic Code Description,Year of Birth,Date Started,FLSA Exempt?,County,Current_Year,Age,Age_Group,Started_Year,Year_Of_Service
AG02,36998.2,2410,Extension Agent 2,Agricultural Extension,Fulltime,Professionals,M,White,1980,2017-07-01,Y,Davidson,2024,44,40-44,2017,7
PS03B,74428.85,7356,Police Officer 2,Police,Fulltime,Protective service workers,M,White,1991,2017-07-01,N,Davidson,2024,33,30-34,2017,7
PS03,70215.9,7356,Police Officer 2,Police,Fulltime,Protective service workers,M,White,1992,2017-07-01,N,Davidson,2024,32,30-34,2017,7
PS03,70215.9,7356,Police Officer 2,Police,Fulltime,Protective service workers,M,Asian,1992,2017-07-01,N,Wilson,2024,32,30-34,2017,7
PS03B,74428.85,7356,Police Officer 2,Police,Fulltime,Protective service workers,M,White,1994,2017-07-01,N,Robertson,2024,30,30-34,2017,7
PS04B,79575.07,7357,Police Officer 2-Fld Trng Ofcr,Police,Fulltime,Protective service workers,M,White,1994,2017-07-01,N,Montgomery,2024,30,30-34,2017,7
PS03B,74428.85,7356,Police Officer 2,Police,Fulltime,Protective service workers,M,White,1992,2017-07-01,N,Sumner,2024,32,30-34,2017,7
OR05,71531.71,7780,Info Systems App Analyst 2,Police,Fulltime,Professionals,M,White,1995,2017-07-01,N,Davidson,2024,29,25-29,2017,7
PS03B,74428.85,7356,Police Officer 2,Police,Fulltime,Protective service workers,M,White,1986,2017-07-01,N,Davidson,2024,38,35-39,2017,7
PS03B,74428.85,7356,Police Officer 2,Police,Fulltime,Protective service workers,M,White,1992,2017-07-01,N,Williamson,2024,32,30-34,2017,7
NS,59816.0,7790,Judicial Asst 1,State Trial Courts,Fulltime,Protective service workers,M,White,1994,2017-07-01,N,Williamson,2024,30,30-34,2017,7
PS05B,89414.93,7366,Police Sergeant,Police,Fulltime,Technicians,M,White,1989,2017-07-01,N,Robertson,2024,35,35-39,2017,7
PS05,86884.31,7366,Police Sergeant,Police,Fulltime,Technicians,M,White,1990,2017-07-01,N,Rutherford,2024,34,30-34,2017,7
OR06,81715.01,11191,Procurement Officer Senior,Finance,Fulltime,Professionals,F,Black,1968,2017-07-03,Y,Davidson,2024,56,55-59,2017,7
OR03,60890.96,4710,Probation Officer 2,Juvenile Court,Fulltime,Professionals,M,Black,1986,2017-07-03,N,Rutherford,2024,38,35-39,2017,7
OR06,80886.22,11178,Finance Officer Senior,Juvenile Court Clerk,Fulltime,Professionals,M,White,1985,2017-07-03,Y,Sumner,2024,39,35-39,2017,7
OR06,87812.86,7783,Info Systems App Analyst 3,Information Technology Services,Fulltime,Professionals,M,White,1987,2017-07-10,Y,Davidson,2024,37,35-39,2017,7
NS,,9020,Seasonal/Part-time/Temporary,Parks,Pool,Service/Maintenance,F,White,1985,2017-07-14,N,Davidson,2024,39,35-39,2017,7
FD02,57551.08,7308,Fire Fighter 1,Fire,Fulltime,Protective service workers,M,White,1996,2017-07-14,N,Robertson,2024,28,25-29,2017,7
TG14,58526.58,6186,Treatment Plant Tech 2,Water Services,Fulltime,Skilled craft workers,M,Black,1989,2017-07-15,N,Davidson,2024,35,35-39,2017,7
TG10,46712.75,10965,Utility Equipment Operator,Water Services,Fulltime,Service/Maintenance,M,White,1992,2017-07-15,N,Sumner,2024,32,30-34,2017,7
OR03,57400.97,7244,Admin Svcs Officer 3,Police,Fulltime,Professionals,M,White,1985,2017-07-16,N,Montgomery,2024,39,35-39,2017,7
NS,80113.0,7790,Judicial Asst 1,State Trial Courts,Fulltime,Protective service workers,M,White,1982,2017-07-17,Y,Williamson,2024,42,40-44,2017,7
NS,35852.54,9020,Seasonal/Part-time/Temporary,Health,Parttime,Service/Maintenance,F,White,1979,2017-07-19,N,Davidson,2024,45,45-49,2017,7
CA01,44824.0,10674,Set Up Staff-Convention Ctr,Convention Center Authority,Fulltime,Technicians,M,White,1992,2017-07-24,N,Davidson,2024,32,30-34,2017,7
OR06,76341.46,7296,Engineer In Training,Water Services,Fulltime,Professionals,M,Black,1977,2017-07-29,N,Rutherford,2024,47,45-49,2017,7
ST08,55518.19,10970,Utility Field Tech 2,Water Services,Fulltime,Technicians,M,White,1983,2017-07-29,N,Davidson,2024,41,40-44,2017,7
ST08,53976.05,10124,Office Support Spec 2,Water Services,Fulltime,Administrative support,M,Black,1947,2017-07-29,N,Davidson,2024,77,75-79,2017,7
OR04,63141.06,11215,Enviromental Health Specialist Sr,Health,Fulltime,Professionals,F,White,1996,2017-07-29,N,Davidson,2024,28,25-29,2017,7
OR05,51768.69,10758,Public Health Nurse 1,Health,Parttime,Professionals,F,White,1965,2017-07-29,N,Davidson,2024,59,55-59,2017,7
OR05,51768.69,10758,Public Health Nurse 1,Health,Parttime,Professionals,F,White,1960,2017-07-29,N,Davidson,2024,64,60-64,2017,7
OR06,78382.17,10759,Public Health Nurse 2,Health,Fulltime,Professionals,F,White,1986,2017-07-29,Y,Williamson,2024,38,35-39,2017,7
OR09,117456.39,10863,Admin Svcs Division Manager,Fire,Fulltime,Officials and administrators,M,Black,1980,2017-08-01,Y,Davidson,2024,44,40-44,2017,7
OR05,27516.13,7245,Admin Svcs Officer 4,Police,Parttime,Professionals,F,White,1952,2017-08-01,Y,Davidson,2024,72,70-74,2017,7
NS,37832.7,10747,Work Release Monitor-DCSO,Sheriff,Parttime,Administrative support,M,Black,1963,2017-08-01,N,Sumner,2024,61,60-64,2017,7
ST08,49349.63,10960,Utility Engineer Technician,Water Services,Fulltime,Technicians,M,Black,1995,2017-08-03,N,Davidson,2024,29,25-29,2017,7
NS,,9020,Seasonal/Part-time/Temporary,Parks,Pool,Service/Maintenance,F,White,1982,2017-08-04,N,Davidson,2024,42,40-44,2017,7
ST08,52433.92,10850,Recreation Leader - Senior,Parks,Fulltime,Paraprofessionals,M,Black,1996,2017-08-11,N,Davidson,2024,28,25-29,2017,7
OR05,69448.27,10153,Finance Spec,Health,Fulltime,Professionals,F,White,1969,2017-08-12,N,Davidson,2024,55,55-59,2017,7
OR05,52266.76,10758,Public Health Nurse 1,Health,Parttime,Professionals,F,White,1985,2017-08-12,N,Sumner,2024,39,35-39,2017,7
OR01,56167.21,7379,Program Spec 2,Public Library,Fulltime,Professionals,F,White,1966,2017-08-14,N,Wilson,2024,58,55-59,2017,7
JS02,68356.46,7790,Judicial Asst 1,General Sessions Court,Fulltime,Protective service workers,M,Black,1957,2017-08-14,Y,Davidson,2024,67,65-69,2017,7
MAC10D,56585.55,11059,Early Child Mentor Coach-MAC,Metro Action Commission,Fulltime,Professionals,F,Black,1992,2017-08-14,Y,Rutherford,2024,32,30-34,2017,7
ST09,58861.57,7241,Admin Asst,General Sessions Court,Fulltime,Administrative support,F,Black,1970,2017-08-14,N,Davidson,2024,54,50-54,2017,7
OR03,57400.97,7244,Admin Svcs Officer 3,Law,Fulltime,Professionals,F,White,1979,2017-08-14,N,Sumner,2024,45,45-49,2017,7
OR06,74117.92,11178,Finance Officer Senior,Police,Fulltime,Professionals,M,White,1977,2017-08-14,Y,Davidson,2024,47,45-49,2017,7
MAC11A,67533.34,11002,Qual Assur and Comp Coord-MAC,Metro Action Commission,Fulltime,Professionals,F,Black,1967,2017-08-14,N,Davidson,2024,57,55-59,2017,7
ST06,45387.85,11189,Police Support Technician,Police,Fulltime,Administrative support,M,Black,1969,2017-08-16,N,Sumner,2024,55,55-59,2017,7
CA09,126609.6,10635,Dir of Security & Parking-MCC,Convention Center Authority,Fulltime,Officials and administrators,M,White,1954,2017-08-21,Y,Rutherford,2024,70,70-74,2017,7
OR13,164944.3,7744,Info Systems Asst Dir,Information Technology Services,Fulltime,Officials and administrators,F,White,1970,2017-08-21,Y,Montgomery,2024,54,50-54,2017,7
TG07,44029.61,10832,Custodian,Parks,Fulltime,Service/Maintenance,M,White,1980,2017-08-25,N,Davidson,2024,44,40-44,2017,7
ST08,49349.63,220,Specialized Skills Instr,Parks,Fulltime,Professionals,M,White,1992,2017-08-25,N,Davidson,2024,32,30-34,2017,7
OR05,73615.16,10758,Public Health Nurse 1,Health,Fulltime,Professionals,F,White,1995,2017-08-26,N,Davidson,2024,29,25-29,2017,7
OR05,78698.86,10758,Public Health Nurse 1,Health,Fulltime,Professionals,F,White,1964,2017-08-26,N,Cheatham,2024,60,60-64,2017,7
ST08,50891.79,7419,Warrant Officer 1,Circuit Court Clerk,Fulltime,Protective service workers,F,White,1977,2017-08-28,N,Wilson,2024,47,45-49,2017,7
ST08,49349.63,11183,Library Associate,Public Library,Fulltime,Paraprofessionals,M,Black,1990,2017-08-28,N,Robertson,2024,34,30-34,2017,7
TG14,56821.91,10949,Equipment Operator Spec,Water Services,Fulltime,Technicians,M,White,1990,2017-08-28,Y,Davidson,2024,34,30-34,2017,7
FD05,73191.78,7307,Fire Engineer,Fire,Fulltime,Technicians,F,White,1978,2017-08-28,N,Davidson,2024,46,45-49,2017,7
OR11,61661.18,6559,Judicial Commissioner,General Sessions Court,Parttime,Officials and administrators,M,White,1974,2017-08-29,Y,Davidson,2024,50,50-54,2017,7
ST09,52134.67,10719,Crime Lab Evid Recv Tech,Police,Fulltime,Technicians,F,Black,1981,2017-09-01,N,Davidson,2024,43,40-44,2017,7
ST08,50891.8,7364,Police Operations Coord 2,Police,Fulltime,Administrative support,F,White,1961,2017-09-01,N,Cheatham,2024,63,60-64,2017,7
PS05B,97706.11,7366,Police Sergeant,Police,Fulltime,Technicians,M,White,1982,2017-09-01,N,Sumner,2024,42,40-44,2017,7
OR05,85553.57,7245,Admin Svcs Officer 4,Police,Fulltime,Professionals,F,White,1969,2017-09-01,N,Davidson,2024,55,55-59,2017,7
OR03,72445.0,7244,Admin Svcs Officer 3,Police,Fulltime,Professionals,M,White,1990,2017-09-01,N,Montgomery,2024,34,30-34,2017,7
OR13,150000.0,1050,Accountant Chief,Finance,Fulltime,Officials and administrators,F,White,1983,2017-09-05,Y,Wilson,2024,41,40-44,2017,7
SP01,15940.08,3445,School Crossing Guard,Police,Parttime,Protective service workers,F,Two or more,1964,2017-09-07,N,Davidson,2024,60,60-64,2017,7
OR05,50787.51,10758,Public Health Nurse 1,Health,Parttime,Professionals,F,White,1980,2017-09-09,N,Rutherford,2024,44,40-44,2017,7
OR07,85731.72,10743,Health Manager 2,Health,Fulltime,Professionals,F,White,1987,2017-09-09,Y,Dickson,2024,37,35-39,2017,7
OR05,74392.98,11081,Public Health Administrator 1,Health,Fulltime,Professionals,F,Black,1989,2017-09-09,Y,Davidson,2024,35,35-39,2017,7
NS,31564.62,7243,Admin Svcs Officer 2,Sheriff,Parttime,Professionals,F,White,1950,2017-09-09,N,Davidson,2024,74,70-74,2017,7
OR06,79395.13,7757,Technical Specialist 2,General Services,Fulltime,Professionals,F,Two or more,1988,2017-09-09,Y,Davidson,2024,36,35-39,2017,7
NS,46767.38,10920,OEM Communications Officer,Office of Emergency Mgmt,Fulltime,Professionals,M,White,1969,2017-09-11,N,Montgomery,2024,55,55-59,2017,7
MAC05A,45334.04,10210,Bus Driver,Metro Action Commission,Fulltime,Service/Maintenance,F,Black,1963,2017-09-11,N,Davidson,2024,61,60-64,2017,7
MAC11A,92500.69,11096,Program Mgr Early Ed-MAC,Metro Action Commission,Fulltime,Professionals,F,Black,1975,2017-09-11,Y,Montgomery,2024,49,45-49,2017,7
PS03B,74428.85,7356,Police Officer 2,Police,Fulltime,Protective service workers,M,Black,1993,2017-09-16,N,Williamson,2024,31,30-34,2017,7
PS04,75070.81,7357,Police Officer 2-Fld Trng Ofcr,Police,Fulltime,Protective service workers,M,White,1994,2017-09-16,N,Davidson,2024,30,30-34,2017,7
OR08,92860.31,7234,Information Systems Advisor 1,Police,Fulltime,Officials and administrators,M,Asian,1993,2017-09-16,Y,Davidson,2024,31,30-34,2017,7
ST07,49496.02,7751,Police Security Guard 1,Police,Fulltime,Protective service workers,M,White,1981,2017-09-16,N,Rutherford,2024,43,40-44,2017,7
ST10,59443.75,7343,Paralegal,Law,Fulltime,Paraprofessionals,F,Black,1972,2017-09-18,N,Rutherford,2024,52,50-54,2017,7
NS,13437.96,9020,Seasonal/Part-time/Temporary,General Sessions Court,Parttime,Service/Maintenance,M,Black,1953,2017-09-18,Y,Davidson,2024,71,70-74,2017,7
NS,19240.0,9020,Seasonal/Part-time/Temporary,Codes Administration,Seasonal,Service/Maintenance,F,White,1949,2017-09-19,N,Davidson,2024,75,75-79,2017,7
SP01,15940.08,3445,School Crossing Guard,Police,Parttime,Protective service workers,M,Black,1956,2017-09-19,N,Davidson,2024,68,65-69,2017,7
OR05,51978.55,10758,Public Health Nurse 1,Health,Parttime,Professionals,F,Black,1959,2017-09-23,N,Davidson,2024,65,65-69,2017,7
ST08,55518.19,11025,Steering Clear Citations Spec,Sheriff,Fulltime,Paraprofessionals,F,Black,1981,2017-09-25,N,Davidson,2024,43,40-44,2017,7
ST09,52134.67,10749,App Support Tech 1-DCSO,Sheriff,Fulltime,Administrative support,M,White,1993,2017-09-25,N,Williamson,2024,31,30-34,2017,7
CO03,63413.67,6690,Correctional Officer Sergeant,Sheriff,Fulltime,Protective service workers,F,Black,1985,2017-09-25,N,Davidson,2024,39,35-39,2017,7
OR05,69448.27,7377,Program Mgr 2,Sheriff,Fulltime,Officials and administrators,F,White,1981,2017-09-25,N,Montgomery,2024,43,40-44,2017,7
NS,27752.82,10613,Security Officer 1,Sheriff,Parttime,Protective service workers,M,Black,1962,2017-09-25,N,Davidson,2024,62,60-64,2017,7
NS,49063.17,6506,Deputy Criminal Ct Clerk 5,Criminal Court Clerk,Fulltime,Administrative support,F,Black,1990,2017-09-25,N,Davidson,2024,34,30-34,2017,7
CO03,65458.76,6690,Correctional Officer Sergeant,Sheriff,Fulltime,Protective service workers,M,White,1995,2017-09-25,N,Montgomery,2024,29,25-29,2017,7
ST09,55498.11,7241,Admin Asst,Sheriff,Fulltime,Administrative support,F,White,1993,2017-09-25,N,Robertson,2024,31,30-34,2017,7
CO03,61368.59,6690,Correctional Officer Sergeant,Sheriff,Fulltime,Protective service workers,F,Black,1992,2017-09-25,N,Davidson,2024,32,30-34,2017,7
MAC09A,61277.43,11307,Parent Engagement Specialist-MAC,Metro Action Commission,Fulltime,Professionals,M,Black,1981,2017-09-25,N,Rutherford,2024,43,40-44,2017,7
CM,25615.0,1334,Council Member,Metropolitan Council,Elected,Officials and administrators,F,Black,1958,2017-09-27,Y,Davidson,2024,66,65-69,2017,7
NS,,9020,Seasonal/Part-time/Temporary,Parks,Pool,Service/Maintenance,M,White,1995,2017-09-29,N,Davidson,2024,29,25-29,2017,7
NS,,9108,Sports Official,Parks,Pool,Service/Maintenance,M,White,1978,2017-09-29,N,Davidson,2024,46,45-49,2017,7
NS,,9108,Sports Official,Parks,Pool,Service/Maintenance,M,White,1969,2017-09-29,N,Davidson,2024,55,55-59,2017,7
FD03B,71788.79,7309,Fire Fighter 2,Fire,Fulltime,Protective service workers,M,White,1994,2017-10-01,N,Davidson,2024,30,30-34,2017,7
FD03B,71788.79,7309,Fire Fighter 2,Fire,Fulltime,Protective service workers,M,Black,1990,2017-10-01,N,Davidson,2024,34,30-34,2017,7
FD03,67725.28,7309,Fire Fighter 2,Fire,Fulltime,Protective service workers,M,White,1988,2017-10-01,N,Sumner,2024,36,35-39,2017,7
FD03,67725.28,7309,Fire Fighter 2,Fire,Fulltime,Protective service workers,M,White,1981,2017-10-01,N,Cheatham,2024,43,40-44,2017,7
FD03B,71788.79,7309,Fire Fighter 2,Fire,Fulltime,Protective service workers,M,White,1986,2017-10-01,N,Rutherford,2024,38,35-39,2017,7
FD05B,77583.3,2534,Fire Inspector 2,Fire,Fulltime,Officials and administrators,M,White,1985,2017-10-01,N,Robertson,2024,39,35-39,2017,7
FD03,67725.28,7309,Fire Fighter 2,Fire,Fulltime,Protective service workers,M,Black,1984,2017-10-01,N,Davidson,2024,40,40-44,2017,7
FD03B,71788.79,7309,Fire Fighter 2,Fire,Fulltime,Protective service workers,M,Black,1989,2017-10-01,N,Montgomery,2024,35,35-39,2017,7
FD03A,67725.28,7309,Fire Fighter 2,Fire,Fulltime,Protective service workers,M,White,1989,2017-10-01,N,Sumner,2024,35,35-39,2017,7
FD03B,71788.79,7309,Fire Fighter 2,Fire,Fulltime,Protective service workers,M,Black,1990,2017-10-01,N,Davidson,2024,34,30-34,2017,7
FD03B,71788.79,7309,Fire Fighter 2,Fire,Fulltime,Protective service workers,M,White,1988,2017-10-01,N,Sumner,2024,36,35-39,2017,7
FD03B,71788.79,7309,Fire Fighter 2,Fire,Fulltime,Protective service workers,M,White,1993,2017-10-01,N,Dickson,2024,31,30-34,2017,7
FD03B,71788.79,7309,Fire Fighter 2,Fire,Fulltime,Protective service workers,F,Black,1970,2017-10-01,N,Davidson,2024,54,50-54,2017,7
FD03B,71788.79,7309,Fire Fighter 2,Fire,Fulltime,Protective service workers,M,Black,1990,2017-10-01,N,Davidson,2024,34,30-34,2017,7
FD03,67725.28,7309,Fire Fighter 2,Fire,Fulltime,Protective service workers,M,White,1991,2017-10-01,N,Davidson,2024,33,30-34,2017,7
FD03B,71788.79,7309,Fire Fighter 2,Fire,Fulltime,Protective service workers,F,White,1992,2017-10-01,N,Sumner,2024,32,30-34,2017,7
FD03,67725.28,7309,Fire Fighter 2,Fire,Fulltime,Protective service workers,M,Islander,1994,2017-10-01,N,Robertson,2024,30,30-34,2017,7
FD03,67725.28,7309,Fire Fighter 2,Fire,Fulltime,Protective service workers,M,Two or more,1993,2017-10-01,N,Rutherford,2024,31,30-34,2017,7
FD03B,71788.79,7309,Fire Fighter 2,Fire,Fulltime,Protective service workers,M,White,1993,2017-10-01,N,Wilson,2024,31,30-34,2017,7
OR05,78159.11,6123,Historic Preservationist 1,Historical Commission,Fulltime,Professionals,F,White,1983,2017-10-02,Y,Davidson,2024,41,40-44,2017,7
OR01,58162.2,2670,Appraiser 2,Assessor of Property,Fulltime,Officials and administrators,F,Black,1966,2017-10-02,N,Davidson,2024,58,55-59,2017,7
TG12,51011.48,3020,Masonry Worker,Parks,Fulltime,Skilled craft workers,M,White,1987,2017-10-06,N,Davidson,2024,37,35-39,2017,7
OR04,68271.49,10470,Information Sys Media Analys 1,Information Technology Services,Fulltime,Professionals,M,White,1993,2017-10-07,N,Sumner,2024,31,30-34,2017,7
LP01,15725.81,5070,Library Page,Public Library,Parttime,Paraprofessionals,F,White,1964,2017-10-09,N,Davidson,2024,60,60-64,2017,7
ST09,58861.56,6810,Bldg Inspector 1,Codes Administration,Fulltime,Officials and administrators,M,White,1956,2017-10-09,N,Williamson,2024,68,65-69,2017,7
TG10,49557.55,10837,Equipment Operator,NDOT,Fulltime,Service/Maintenance,M,White,1977,2017-10-10,N,Davidson,2024,47,45-49,2017,7
FD03,60173.03,7309,Fire Fighter 2,Fire,Fulltime,Protective service workers,M,White,1992,2017-10-10,N,Wilson,2024,32,30-34,2017,7
OR06,83268.47,10759,Public Health Nurse 2,Health,Fulltime,Professionals,F,White,1992,2017-10-12,Y,Davidson,2024,32,30-34,2017,7
NS,15974.4,9020,Seasonal/Part-time/Temporary,State Trial Courts,Parttime,Service/Maintenance,F,Black,1949,2017-10-14,N,Davidson,2024,75,75-79,2017,7
PS03A,72322.38,7356,Police Officer 2,Police,Fulltime,Protective service workers,M,White,1996,2017-10-16,N,Sumner,2024,28,25-29,2017,7
PS03B,74428.85,7356,Police Officer 2,Police,Fulltime,Protective service workers,M,White,1994,2017-10-16,N,Davidson,2024,30,30-34,2017,7
PS03,70215.9,7356,Police Officer 2,Police,Fulltime,Protective service workers,M,Black,1990,2017-10-16,N,Sumner,2024,34,30-34,2017,7
PS04B,79575.07,7357,Police Officer 2-Fld Trng Ofcr,Police,Fulltime,Protective service workers,M,Hispanic,1990,2017-10-16,N,Davidson,2024,34,30-34,2017,7
PS05B,92097.38,7366,Police Sergeant,Police,Fulltime,Technicians,M,White,1990,2017-10-16,N,Davidson,2024,34,30-34,2017,7
PS04B,79575.07,7357,Police Officer 2-Fld Trng Ofcr,Police,Fulltime,Protective service workers,M,White,1989,2017-10-16,N,Davidson,2024,35,35-39,2017,7
PS04B,79575.07,7357,Police Officer 2-Fld Trng Ofcr,Police,Fulltime,Protective service workers,M,White,1992,2017-10-16,N,Davidson,2024,32,30-34,2017,7
PS04,75070.81,7357,Police Officer 2-Fld Trng Ofcr,Police,Fulltime,Protective service workers,M,White,1986,2017-10-16,N,Sumner,2024,38,35-39,2017,7
PS03B,74428.85,7356,Police Officer 2,Police,Fulltime,Protective service workers,M,Black,1993,2017-10-16,N,Wilson,2024,31,30-34,2017,7
PS03B,74428.85,7356,Police Officer 2,Police,Fulltime,Protective service workers,M,White,1996,2017-10-16,N,Davidson,2024,28,25-29,2017,7
PS03B,74428.85,7356,Police Officer 2,Police,Fulltime,Protective service workers,M,Black,1992,2017-10-16,N,Wilson,2024,32,30-34,2017,7
PS05B,89414.93,7366,Police Sergeant,Police,Fulltime,Technicians,M,White,1993,2017-10-16,N,Rutherford,2024,31,30-34,2017,7
FD05,77649.16,2534,Fire Inspector 2,Fire,Fulltime,Officials and administrators,M,White,1990,2017-10-16,N,Williamson,2024,34,30-34,2017,7
PS03B,74428.85,7356,Police Officer 2,Police,Fulltime,Protective service workers,M,White,1990,2017-10-16,N,Montgomery,2024,34,30-34,2017,7
PS03B,74428.85,7356,Police Officer 2,Police,Fulltime,Protective service workers,F,White,1995,2017-10-16,N,Davidson,2024,29,25-29,2017,7
ST09,53816.4,6801,Aquatics Coord,Parks,Fulltime,Professionals,M,Black,1999,2017-10-20,N,Davidson,2024,25,25-29,2017,7
ST07,37122.02,6880,Recreation Leader,Parks,Parttime,Paraprofessionals,M,Hispanic,1996,2017-10-20,N,Davidson,2024,28,25-29,2017,7
OR05,50787.51,10758,Public Health Nurse 1,Health,Parttime,Professionals,F,White,1992,2017-10-21,N,Robertson,2024,32,30-34,2017,7
OR08,105756.58,7295,Engineer 2,Water Services,Fulltime,Professionals,F,White,1982,2017-10-21,Y,Sumner,2024,42,40-44,2017,7
OR04,65985.47,10475,Information Sys Oper Analyst 1,Information Technology Services,Fulltime,Professionals,M,Black,1974,2017-10-21,N,Wilson,2024,50,50-54,2017,7
ST08,47807.51,11183,Library Associate,Public Library,Fulltime,Paraprofessionals,F,White,1985,2017-10-23,N,Davidson,2024,39,35-39,2017,7
